word,pronunciation,meaning,word_type,example,topic
Được sắp xếp,,,,,Chủ đề: Mua sắm & Ẩm thực
Được chất đống,,,,,Chủ đề: Mua sắm & Ẩm thực
Được xếp thành hàng,,,,,Chủ đề: Mua sắm & Ẩm thực
Được trưng bày,,,,,Chủ đề: Mua sắm & Ẩm thực
nhìn quanh trong cửa hàng,,,,,Chủ đề: Mua sắm & Ẩm thực
so sánh giá cả,,,,,Chủ đề: Mua sắm & Ẩm thực
chọn lựa từ,,,,,Chủ đề: Mua sắm & Ẩm thực
ở hai bên lối đi,,,,,Chủ đề: Mua sắm & Ẩm thực
Được treo lên giá,,,,,Chủ đề: Mua sắm & Ẩm thực
Được trưng bày để bán,,,,,Chủ đề: Mua sắm & Ẩm thực
treo bảng giảm giá,,,,,Chủ đề: Mua sắm & Ẩm thực
Được dự trữ (mặt hàng),,,,,Chủ đề: Mua sắm & Ẩm thực
máy tính tiền,,,,,Chủ đề: Mua sắm & Ẩm thực
với tay lấy hàng,,,,,Chủ đề: Mua sắm & Ẩm thực
chồng túi xách,,,,,Chủ đề: Mua sắm & Ẩm thực
trên kệ,,,,,Chủ đề: Mua sắm & Ẩm thực
đẩy xe mua hàng,,,,,Chủ đề: Mua sắm & Ẩm thực
đầu bếp,,,,,Chủ đề: Mua sắm & Ẩm thực
chồng đĩa,,,,,Chủ đề: Mua sắm & Ẩm thực
ăn ở bên ngoài,,,,,Chủ đề: Mua sắm & Ẩm thực
để tiền boa,,,,,Chủ đề: Mua sắm & Ẩm thực
rót nước vào ly,,,,,Chủ đề: Mua sắm & Ẩm thực
gọi bồi bàn,,,,,Chủ đề: Mua sắm & Ẩm thực
xem thực đơn,,,,,Chủ đề: Mua sắm & Ẩm thực
được trải khăn trải bàn,,,,,Chủ đề: Mua sắm & Ẩm thực
bàn ăn bừa bộn,,,,,Chủ đề: Mua sắm & Ẩm thực
"có người ngồi, đặt chỗ trước",,,,,Chủ đề: Mua sắm & Ẩm thực
tự phục vụ bữa ăn nhẹ,,,,,Chủ đề: Mua sắm & Ẩm thực
đông nghịt khách,,,,,Chủ đề: Mua sắm & Ẩm thực
dẹp đi những ổ bánh mì,,,,,Chủ đề: Mua sắm & Ẩm thực
ngồi trên ghế không có băng tựa,,,,,Chủ đề: Mua sắm & Ẩm thực
nhận đơn đặt hàng,,,,,Chủ đề: Mua sắm & Ẩm thực
ngồi trên hành lang ngoài trời,,,,,Chủ đề: Mua sắm & Ẩm thực
"phục vụ, tiếp thức ăn đứng bàn",,,,,Chủ đề: Mua sắm & Ẩm thực
Dân số già hóa,,,,,Collocations: Dân số
Tăng trưởng cân bằng,,,,,Collocations: Dân số
Tỷ suất sinh,,,,,Collocations: Dân số
Chảy máu chất xám,,,,,Collocations: Dân số
Sức chứa/khả năng chịu tải của môi trường,,,,,Collocations: Dân số
Tỷ lệ sử dụng biện pháp tránh thai,,,,,Collocations: Dân số
Tỷ suất sinh thô,,,,,Collocations: Dân số
Tỷ suất tử vong thô,,,,,Collocations: Dân số
Lợi tức dân số,,,,,Collocations: Dân số
Chuyển tiếp nhân khẩu học,,,,,Collocations: Dân số
Tỷ lệ phụ thuộc,,,,,Collocations: Dân số
Kế hoạch hóa gia đình,,,,,Collocations: Dân số
Tỷ suất sinh sản,,,,,Collocations: Dân số
Mất an ninh lương thực,,,,,Collocations: Dân số
Quy mô hộ gia đình,,,,,Collocations: Dân số
Thiếu nhà ở,,,,,Collocations: Dân số
Tỷ lệ tử vong trẻ sơ sinh,,,,,Collocations: Dân số
Nhu cầu gia tăng,,,,,Collocations: Dân số
Tuổi thọ trung bình,,,,,Collocations: Dân số
Tỷ số tử vong mẹ,,,,,Collocations: Dân số
Độ tuổi trung vị,,,,,Collocations: Dân số
Mô hình/kiểu di cư,,,,,Collocations: Dân số
Tỷ suất tử vong,,,,,Collocations: Dân số
Tăng tự nhiên,,,,,Collocations: Dân số
Tỷ lệ di cư ròng,,,,,Collocations: Dân số
Quá tải dân số,,,,,Collocations: Dân số
Bùng nổ dân số,,,,,Collocations: Dân số
Mật độ dân số,,,,,Collocations: Dân số
Tốc độ tăng dân số,,,,,Collocations: Dân số
Quán tính dân số,,,,,Collocations: Dân số
Dự báo dân số,,,,,Collocations: Dân số
Tháp dân số,,,,,Collocations: Dân số
Mức sinh thay thế,,,,,Collocations: Dân số
Sức khỏe sinh sản,,,,,Collocations: Dân số
Di cư nông thôn lên đô thị,,,,,Collocations: Dân số
Tỷ số giới tính khi sinh,,,,,Collocations: Dân số
Áp lực lên tài nguyên,,,,,Collocations: Dân số
Tỷ lệ đô thị hóa,,,,,Collocations: Dân số
Phình to dân số trẻ,,,,,Collocations: Dân số
sự cùng tồn tại,,,,,Từ vựng: Trí tuệ nhân tạo
trí tuệ nhân tạo,,,,,Từ vựng: Trí tuệ nhân tạo
"kiểm soát, giám sát (theo nghĩa ẩn dụ, không chỉ là cảnh sát)",,,,,Từ vựng: Trí tuệ nhân tạo
"kỳ tích, thành tựu đáng nể",,,,,Từ vựng: Trí tuệ nhân tạo
trí tuệ nhân tạo chuyên biệt,,,,,Từ vựng: Trí tuệ nhân tạo
"giải quyết, xử lý (vấn đề, nhiệm vụ...)",,,,,Từ vựng: Trí tuệ nhân tạo
có tính tạm thời,,,,,Từ vựng: Trí tuệ nhân tạo
"đáng kinh ngạc, xuất sắc, nổi bật",,,,,Từ vựng: Trí tuệ nhân tạo
"khó khăn, hạn chế",,,,,Từ vựng: Trí tuệ nhân tạo
"chiều, kích thước, khía cạnh",,,,,Từ vựng: Trí tuệ nhân tạo
có lợi nhuận,,,,,Từ vựng: Trí tuệ nhân tạo
"thảm hoạ, tai hoạ",,,,,Từ vựng: Trí tuệ nhân tạo
"thúc đẩy, tăng tốc",,,,,Từ vựng: Trí tuệ nhân tạo
"xác định rõ, chỉ rõ",,,,,Từ vựng: Trí tuệ nhân tạo
không tưởng,,,,,Từ vựng: Trí tuệ nhân tạo
"sự rõ ràng, sự thấu suốt",,,,,Từ vựng: Trí tuệ nhân tạo
"về mặt nhận thức, liên quan đến tư duy",,,,,Từ vựng: Trí tuệ nhân tạo
"bị giằng xé, có cảm xúc hoặc quan điểm mâu thuẫn",,,,,Từ vựng: Trí tuệ nhân tạo
"thuộc đạo đức, có tính đạo lý",,,,,Từ vựng: Trí tuệ nhân tạo
giới hạn sự lựa chọn,,,,,Từ vựng: Trí tuệ nhân tạo
"viển vông, khó tin",,,,,Từ vựng: Trí tuệ nhân tạo
"sự tham gia, đầu vào (ý kiến hoặc dữ liệu)",,,,,Từ vựng: Trí tuệ nhân tạo
"tài nguyên, nguồn lực",,,,,Từ vựng: Trí tuệ nhân tạo
"người suy nghĩ, người có tư duy (ở đây ám chỉ ""AI như những người biết suy nghĩ"")",,,,,Từ vựng: Trí tuệ nhân tạo
"khả năng, năng lực (đặc biệt là về trí tuệ hoặc đạo đức)",,,,,Từ vựng: Trí tuệ nhân tạo
lý luận đạo đức,,,,,Từ vựng: Trí tuệ nhân tạo
Xã hội coi trọng vật chất,,,,,Collocations: Chủ nghĩa tiêu dùng
Tiêu dùng đại trà,,,,,Collocations: Chủ nghĩa tiêu dùng
Văn hoá vứt bỏ,,,,,Collocations: Chủ nghĩa tiêu dùng
Mua sắm theo cảm hứng,,,,,Collocations: Chủ nghĩa tiêu dùng
Lòng trung thành với thương hiệu,,,,,Collocations: Chủ nghĩa tiêu dùng
Cuộc mua sắm điên cuồng,,,,,Collocations: Chủ nghĩa tiêu dùng
Kinh tế do người tiêu dùng thúc đẩy,,,,,Collocations: Chủ nghĩa tiêu dùng
Ảnh hưởng quảng cáo ngầm,,,,,Collocations: Chủ nghĩa tiêu dùng
Tiêu dùng quá mức,,,,,Collocations: Chủ nghĩa tiêu dùng
Chủ nghĩa tiêu dùng có đạo đức,,,,,Collocations: Chủ nghĩa tiêu dùng
Nhận thức của người tiêu dùng,,,,,Collocations: Chủ nghĩa tiêu dùng
Sự lỗi thời có chủ ý,,,,,Collocations: Chủ nghĩa tiêu dùng
Thời trang nhanh,,,,,Collocations: Chủ nghĩa tiêu dùng
Tiêu dùng bền vững,,,,,Collocations: Chủ nghĩa tiêu dùng
Hối hận sau khi mua sắm,,,,,Collocations: Chủ nghĩa tiêu dùng
Khách hàng nhạy cảm giá,,,,,Collocations: Chủ nghĩa tiêu dùng
Nghiện mua sắm,,,,,Collocations: Chủ nghĩa tiêu dùng
Quyền người tiêu dùng,,,,,Collocations: Chủ nghĩa tiêu dùng
Quảng cáo mang tính thao túng,,,,,Collocations: Chủ nghĩa tiêu dùng
Tư duy đề cao vật chất,,,,,Collocations: Chủ nghĩa tiêu dùng
Thêm vào giỏ hàng,,,,,Collocations: Chủ nghĩa tiêu dùng
Chiến dịch quảng cáo,,,,,Collocations: Chủ nghĩa tiêu dùng
Dịch vụ sau bán hàng,,,,,Collocations: Chủ nghĩa tiêu dùng
Yêu cầu hoàn tiền,,,,,Collocations: Chủ nghĩa tiêu dùng
Thu hút khách hàng,,,,,Collocations: Chủ nghĩa tiêu dùng
Săn hàng giá hời (săn sale),,,,,Collocations: Chủ nghĩa tiêu dùng
Mua số lượng lớn,,,,,Collocations: Chủ nghĩa tiêu dùng
Mua 1 tặng 1,,,,,Collocations: Chủ nghĩa tiêu dùng
"Xả hàng, thanh lý hàng tồn kho",,,,,Collocations: Chủ nghĩa tiêu dùng
Sự hài lòng của khách hàng,,,,,Collocations: Chủ nghĩa tiêu dùng
Mã giảm giá,,,,,Collocations: Chủ nghĩa tiêu dùng
Chính sách đổi hàng,,,,,Collocations: Chủ nghĩa tiêu dùng
Siêu giảm giá chớp nhoáng,,,,,Collocations: Chủ nghĩa tiêu dùng
Miễn phí vận chuyển,,,,,Collocations: Chủ nghĩa tiêu dùng
mua sắm thỏa thích,,,,,Collocations: Chủ nghĩa tiêu dùng
còn hàng,,,,,Collocations: Chủ nghĩa tiêu dùng
số lượng có hạn,,,,,Collocations: Chủ nghĩa tiêu dùng
ưu đãi có thời hạn,,,,,Collocations: Chủ nghĩa tiêu dùng
hàng xa xỉ,,,,,Collocations: Chủ nghĩa tiêu dùng
mua hàng sau khi tìm hiểu kỹ thông tin,,,,,Collocations: Chủ nghĩa tiêu dùng
sản xuất hàng loạt,,,,,Collocations: Chủ nghĩa tiêu dùng
xu hướng mua sắm trực tuyến,,,,,Collocations: Chủ nghĩa tiêu dùng
hết hàng,,,,,Collocations: Chủ nghĩa tiêu dùng
mặt hàng bị bán với giá quá cao,,,,,Collocations: Chủ nghĩa tiêu dùng
cam kết khớp giá,,,,,Collocations: Chủ nghĩa tiêu dùng
khoảng giá,,,,,Collocations: Chủ nghĩa tiêu dùng
nhãn giá,,,,,Collocations: Chủ nghĩa tiêu dùng
đánh giá sản phẩm,,,,,Collocations: Chủ nghĩa tiêu dùng
bảo hành sản phẩm,,,,,Collocations: Chủ nghĩa tiêu dùng
chính sách hoàn trả,,,,,Collocations: Chủ nghĩa tiêu dùng
giảm giá theo mùa,,,,,Collocations: Chủ nghĩa tiêu dùng
thanh toán an toàn,,,,,Collocations: Chủ nghĩa tiêu dùng
so sánh giá để có ưu đãi tốt nhất,,,,,Collocations: Chủ nghĩa tiêu dùng
văn hóa tiêu dùng rồi vứt bỏ,,,,,Collocations: Chủ nghĩa tiêu dùng
cố gắng cưỡng lại sự cám dỗ,,,,,Collocations: Chủ nghĩa tiêu dùng
ngắm đồ mà không mua,,,,,Collocations: Chủ nghĩa tiêu dùng
chương trình khách hàng thân thiết,,,,,Collocations: Chủ nghĩa tiêu dùng
Chiến lược áp dụng AI,,,,,Collocations: Trí tuệ nhân tạo
Gợi ý dựa trên AI,,,,,Collocations: Trí tuệ nhân tạo
Phân tích dữ liệu dựa trên AI,,,,,Collocations: Trí tuệ nhân tạo
Công cụ AI hỗ trợ,,,,,Collocations: Trí tuệ nhân tạo
Hệ thống được hỗ trợ bởi AI,,,,,Collocations: Trí tuệ nhân tạo
Nguyên tắc đạo đức AI,,,,,Collocations: Trí tuệ nhân tạo
Tối ưu hóa bằng AI,,,,,Collocations: Trí tuệ nhân tạo
Hệ thống AI hỗ trợ,,,,,Collocations: Trí tuệ nhân tạo
Công cụ được hỗ trợ bởi AI,,,,,Collocations: Trí tuệ nhân tạo
Dữ liệu huấn luyện AI,,,,,Collocations: Trí tuệ nhân tạo
Đại lý AI tự chủ,,,,,Collocations: Trí tuệ nhân tạo
Máy móc tự hành,,,,,Collocations: Trí tuệ nhân tạo
AI nhận thức,,,,,Collocations: Trí tuệ nhân tạo
Điện toán nhận thức,,,,,Collocations: Trí tuệ nhân tạo
Thị giác máy tính,,,,,Collocations: Trí tuệ nhân tạo
Vấn đề về quyền riêng tư dữ liệu,,,,,Collocations: Trí tuệ nhân tạo
Mạng học sâu,,,,,Collocations: Trí tuệ nhân tạo
Trợ lý số,,,,,Collocations: Trí tuệ nhân tạo
Nhận diện cảm xúc,,,,,Collocations: Trí tuệ nhân tạo
Mối lo ngại đạo đức,,,,,Collocations: Trí tuệ nhân tạo
Tạo ra dự đoán,,,,,Collocations: Trí tuệ nhân tạo
Hợp tác giữa con người và AI,,,,,Collocations: Trí tuệ nhân tạo
Cải thiện độ chính xác,,,,,Collocations: Trí tuệ nhân tạo
An ninh thông tin,,,,,Collocations: Trí tuệ nhân tạo
Mối đe dọa đến sự ổn định nghề nghiệp,,,,,Collocations: Trí tuệ nhân tạo
Mất đi sự tương tác con người,,,,,Collocations: Trí tuệ nhân tạo
Mô hình học máy,,,,,Collocations: Trí tuệ nhân tạo
Thao túng dư luận,,,,,Collocations: Trí tuệ nhân tạo
Xử lý ngôn ngữ tự nhiên,,,,,Collocations: Trí tuệ nhân tạo
Phân tích dự đoán,,,,,Collocations: Trí tuệ nhân tạo
Mô hình dự đoán,,,,,Collocations: Trí tuệ nhân tạo
Phân tích thời gian thực,,,,,Collocations: Trí tuệ nhân tạo
Giảm sai sót,,,,,Collocations: Trí tuệ nhân tạo
Công nghệ robot,,,,,Collocations: Trí tuệ nhân tạo
Mô phỏng hành vi,,,,,Collocations: Trí tuệ nhân tạo
Nhận diện giọng nói,,,,,Collocations: Trí tuệ nhân tạo
Tinh gọn hoạt động,,,,,Collocations: Trí tuệ nhân tạo
Học có giám sát,,,,,Collocations: Trí tuệ nhân tạo
Học không giám sát,,,,,Collocations: Trí tuệ nhân tạo
Nhận diện giọng nói,,,,,Collocations: Trí tuệ nhân tạo
Lễ cưới,,,,,Collocations: Hôn nhân & Gia đình
Thành vợ chồng,,,,,Collocations: Hôn nhân & Gia đình
Tiệc cưới hoành tráng,,,,,Collocations: Hôn nhân & Gia đình
Trang mới trong cuộc sống,,,,,Collocations: Hôn nhân & Gia đình
Gia đình ruột thịt,,,,,Collocations: Hôn nhân & Gia đình
Vợ/chồng,,,,,Collocations: Hôn nhân & Gia đình
Tiêu xài hoang phí,,,,,Collocations: Hôn nhân & Gia đình
Ngày trọng đại,,,,,Collocations: Hôn nhân & Gia đình
Gắn bó trọn đời,,,,,Collocations: Hôn nhân & Gia đình
Hôn nhân bị sắp đặt,,,,,Collocations: Hôn nhân & Gia đình
Những thăng trầm trong hôn nhân,,,,,Collocations: Hôn nhân & Gia đình
Ly hôn,,,,,Collocations: Hôn nhân & Gia đình
Gia đình gắn kết,,,,,Collocations: Hôn nhân & Gia đình
Thời gian quý báu,,,,,Collocations: Hôn nhân & Gia đình
Vai trò đặc biệt quan trọng,,,,,Collocations: Hôn nhân & Gia đình
Ấm áp (tính cách),,,,,Collocations: Hôn nhân & Gia đình
Gia đình hạt nhân,,,,,Collocations: Hôn nhân & Gia đình
Lạc quan,,,,,Collocations: Hôn nhân & Gia đình
Công dân có trách nhiệm,,,,,Collocations: Hôn nhân & Gia đình
Sự quyết tâm,,,,,Collocations: Hôn nhân & Gia đình
Ý chí mạnh mẽ,,,,,Collocations: Hôn nhân & Gia đình
Sự vô sinh,,,,,Collocations: Hôn nhân & Gia đình
Sức khỏe sinh sản,,,,,Collocations: Hôn nhân & Gia đình
Bạo lực gia đình,,,,,Collocations: Hôn nhân & Gia đình
Lời nói làm người khác bị tổn thương,,,,,Collocations: Hôn nhân & Gia đình
Phương tiện giao thông,,,,,Collocations: Giao thông & Du lịch
Chiếm phần lớn,,,,,Collocations: Giao thông & Du lịch
Tắc đường,,,,,Collocations: Giao thông & Du lịch
Đi chầm chậm về phía trước,,,,,Collocations: Giao thông & Du lịch
Chuyến đi bằng tàu MRT,,,,,Collocations: Giao thông & Du lịch
Thực hiện chuyến đi,,,,,Collocations: Giao thông & Du lịch
Phí thuê xe ô tô,,,,,Collocations: Giao thông & Du lịch
Lên (tàu/xe),,,,,Collocations: Giao thông & Du lịch
Lấp đầy,,,,,Collocations: Giao thông & Du lịch
Đông người,,,,,Collocations: Giao thông & Du lịch
Giờ cao điểm,,,,,Collocations: Giao thông & Du lịch
Xe buýt mini chạy điện,,,,,Collocations: Giao thông & Du lịch
Hình thức đi chung xe,,,,,Collocations: Giao thông & Du lịch
Sự yên bình,,,,,Collocations: Giao thông & Du lịch
Cuộc sống xô bồ,,,,,Collocations: Giao thông & Du lịch
Nạp lại năng lượng,,,,,Collocations: Giao thông & Du lịch
Thành phố đáng sống,,,,,Collocations: Giao thông & Du lịch
Ẩm thực địa phương,,,,,Collocations: Giao thông & Du lịch
Địa điểm thu hút khách du lịch,,,,,Collocations: Giao thông & Du lịch
Đẹp đến nghẹt thở,,,,,Collocations: Giao thông & Du lịch
Cầu đi bộ trên cao,,,,,Collocations: Giao thông & Du lịch
Thành phố biển,,,,,Collocations: Giao thông & Du lịch
Tuyệt hảo,,,,,Collocations: Giao thông & Du lịch
Đặc sản địa phương,,,,,Collocations: Giao thông & Du lịch
Sẽ thật phí (nếu không),,,,,Collocations: Giao thông & Du lịch
Một sự kiện rất vui vẻ,,,,,Collocations: Giao thông & Du lịch
Chi phí phát sinh,,,,,Collocations: Giao thông & Du lịch
Tiết kiệm chi phí,,,,,Collocations: Giao thông & Du lịch
Mua đồ tạp hoá,,,,,Từ vựng: Tiền bạc & Mua sắm
Chợ hàng thùng,,,,,Từ vựng: Tiền bạc & Mua sắm
Mua được đồ giá rẻ,,,,,Từ vựng: Tiền bạc & Mua sắm
Không mất nhiều tiền,,,,,Từ vựng: Tiền bạc & Mua sắm
Gần,,,,,Từ vựng: Tiền bạc & Mua sắm
Sự khéo léo,,,,,Từ vựng: Tiền bạc & Mua sắm
Sản xuất hàng loạt,,,,,Từ vựng: Tiền bạc & Mua sắm
Đến cửa hàng,,,,,Từ vựng: Tiền bạc & Mua sắm
Tự thưởng cho bản thân,,,,,Từ vựng: Tiền bạc & Mua sắm
Cửa hàng riêng lẻ,,,,,Từ vựng: Tiền bạc & Mua sắm
Cửa hàng thật,,,,,Từ vựng: Tiền bạc & Mua sắm
Khoản tiết kiệm,,,,,Từ vựng: Tiền bạc & Mua sắm
Tiền đặt cọc,,,,,Từ vựng: Tiền bạc & Mua sắm
Dịch vụ chăm sóc sức khỏe,,,,,Từ vựng: Tiền bạc & Mua sắm
Tiêu quá số tiền đang có,,,,,Từ vựng: Tiền bạc & Mua sắm
Ngày được trả lương,,,,,Từ vựng: Tiền bạc & Mua sắm
Lợn tiết kiệm,,,,,Từ vựng: Tiền bạc & Mua sắm
Đặt mục tiêu tiết kiệm,,,,,Từ vựng: Tiền bạc & Mua sắm
Rút tiền,,,,,Từ vựng: Tiền bạc & Mua sắm
Quyết định tài chính,,,,,Từ vựng: Tiền bạc & Mua sắm
Đầu tư thông minh,,,,,Từ vựng: Tiền bạc & Mua sắm
Cân bằng chi tiêu,,,,,Từ vựng: Tiền bạc & Mua sắm
Cắt giảm,,,,,Từ vựng: Tiền bạc & Mua sắm
Dành dụm,,,,,Từ vựng: Tiền bạc & Mua sắm
Giao dịch,,,,,Từ vựng: Tiền bạc & Mua sắm
Kiếm sống,,,,,Từ vựng: Tiền bạc & Mua sắm
Dành dụm tiền cho lúc khó khăn,,,,,Từ vựng: Tiền bạc & Mua sắm
Làn gió nhẹ,,,,,Từ vựng: Thiên nhiên & Thời tiết
Độ ẩm,,,,,Từ vựng: Thiên nhiên & Thời tiết
Hiếm,,,,,Từ vựng: Thiên nhiên & Thời tiết
Bông tuyết,,,,,Từ vựng: Thiên nhiên & Thời tiết
Người tuyết,,,,,Từ vựng: Thiên nhiên & Thời tiết
Thời tiết rất lạnh,,,,,Từ vựng: Thiên nhiên & Thời tiết
Hiện tượng tự nhiên,,,,,Từ vựng: Thiên nhiên & Thời tiết
Run lên vì lạnh,,,,,Từ vựng: Thiên nhiên & Thời tiết
Không khí,,,,,Từ vựng: Thiên nhiên & Thời tiết
Nắng nóng gay gắt,,,,,Từ vựng: Thiên nhiên & Thời tiết
Mưa rất to,,,,,Từ vựng: Thiên nhiên & Thời tiết
Trời lạnh thấu xương,,,,,Từ vựng: Thiên nhiên & Thời tiết
Thiên tai,,,,,Từ vựng: Thiên nhiên & Thời tiết
Điều kiện thời tiết cực đoan,,,,,Từ vựng: Thiên nhiên & Thời tiết
Tài sản,,,,,Từ vựng: Thiên nhiên & Thời tiết
Bị ngập lụt,,,,,Từ vựng: Thiên nhiên & Thời tiết
Lượng mưa,,,,,Từ vựng: Thiên nhiên & Thời tiết
Cao kỷ lục,,,,,Từ vựng: Thiên nhiên & Thời tiết
Thống kê,,,,,Từ vựng: Thiên nhiên & Thời tiết
Thông báo khẩn cấp,,,,,Từ vựng: Thiên nhiên & Thời tiết
Mưa xối xả,,,,,Từ vựng: Thiên nhiên & Thời tiết
Xáo trộn,,,,,Từ vựng: Thiên nhiên & Thời tiết
Tỷ lệ tử vong,,,,,Từ vựng: Thiên nhiên & Thời tiết
Dịch bệnh nguy hiểm,,,,,Từ vựng: Thiên nhiên & Thời tiết
Nỗ lực chung,,,,,Từ vựng: Thiên nhiên & Thời tiết
Sự nóng lên toàn cầu,,,,,Từ vựng: Thiên nhiên & Thời tiết
Phá rừng,,,,,Từ vựng: Thiên nhiên & Thời tiết
Sự suy giảm tầng ô-zôn,,,,,Từ vựng: Thiên nhiên & Thời tiết
= to bring up: Nuôi dạy trẻ,,,,,Giao tiếp: Gia đình
Tuổi thơ,,,,,Giao tiếp: Gia đình
Thanh thiếu niên,,,,,Giao tiếp: Gia đình
Trốn học,,,,,Giao tiếp: Gia đình
Tội phạm vị thành niên,,,,,Giao tiếp: Gia đình
Thờ ơ,,,,,Giao tiếp: Gia đình
Gia đình hạt nhân,,,,,Giao tiếp: Gia đình
Hòa thuận,,,,,Giao tiếp: Gia đình
Họ hàng,,,,,Giao tiếp: Gia đình
Bố mẹ vợ/chồng,,,,,Giao tiếp: Gia đình
Ngày trọng đại,,,,,Giao tiếp: Gia đình
Bố mẹ kế,,,,,Giao tiếp: Gia đình
Gia đình có cha hoặc mẹ kế,,,,,Giao tiếp: Gia đình
Anh chị em,,,,,Giao tiếp: Gia đình
Cho phép,,,,,Giao tiếp: Gia đình
Thời gian chất lượng,,,,,Giao tiếp: Gia đình
Có nét giống ai đó,,,,,Giao tiếp: Gia đình
Quá bảo bọc,,,,,Giao tiếp: Gia đình
Nghiêm khắc,,,,,Giao tiếp: Gia đình
Cấm túc,,,,,Giao tiếp: Gia đình
Gia đình nuôi dưỡng,,,,,Giao tiếp: Gia đình
= funfair : công viên giải trí,,,,,Giao tiếp: Giải trí & Du lịch
Máy đánh bạc,,,,,Giao tiếp: Giải trí & Du lịch
Tàu lượn siêu tốc,,,,,Giao tiếp: Giải trí & Du lịch
Bắt đầu (1 thói quen),,,,,Giao tiếp: Giải trí & Du lịch
Tự làm,,,,,Giao tiếp: Giải trí & Du lịch
Làm gốm,,,,,Giao tiếp: Giải trí & Du lịch
Đan len,,,,,Giao tiếp: Giải trí & Du lịch
Cắt cỏ,,,,,Giao tiếp: Giải trí & Du lịch
Bụi cây,,,,,Giao tiếp: Giải trí & Du lịch
= situation comedy : hài kịch tình huống,,,,,Giao tiếp: Giải trí & Du lịch
Đánh giá,,,,,Giao tiếp: Giải trí & Du lịch
= moviegoer : người mê phim,,,,,Giao tiếp: Giải trí & Du lịch
Dân thành thị,,,,,Giao tiếp: Giải trí & Du lịch
Đi bộ đường dài,,,,,Giao tiếp: Giải trí & Du lịch
= landscape : phong cảnh,,,,,Giao tiếp: Giải trí & Du lịch
= ambiance : bầu không khí,,,,,Giao tiếp: Giải trí & Du lịch
Tổng số,,,,,Viết học thuật: Biểu đồ cột
Tổng số chung,,,,,Viết học thuật: Biểu đồ cột
Tổng cộng; lên tới,,,,,Viết học thuật: Biểu đồ cột
Tổng cộng,,,,,Viết học thuật: Biểu đồ cột
Một con số,,,,,Viết học thuật: Biểu đồ cột
Một con số,,,,,Viết học thuật: Biểu đồ cột
Đạt mức,,,,,Viết học thuật: Biểu đồ cột
Đạt tới,,,,,Viết học thuật: Biểu đồ cột
Tỉ lệ phần trăm,,,,,Viết học thuật: Biểu đồ cột
Tỉ lệ,,,,,Viết học thuật: Biểu đồ cột
Chiếm ; bao gồm,,,,,Viết học thuật: Biểu đồ cột
Chiếm,,,,,Viết học thuật: Biểu đồ cột
Chiếm,,,,,Viết học thuật: Biểu đồ cột
Sự tăng,,,,,Viết học thuật: Biểu đồ cột
